,0
city,0.3609702434629376
region,0.2898435563057417
huxing,0.06982611895590317
louceng,0.016260527945797507
mianji,0.15692080370355801
huxingjiegou,0.016100372937533088
chaoxiang,0.0036921013410970344
jianzhujiegou,0.01587326082093471
zhuangxiu,0.01704818996997939
tihu,0.03543418176588843
quanshu,0.003306857853496797
chanquan,0.006470822575877221
diya,0.00825296236125543
